City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition
451,Bokhan,RU,53.153,103.7714,58.17,85,100,1.86,overcast clouds
452,Boende,CD,-0.2167,20.8667,79.43,67,97,1.95,overcast clouds
453,Mackay,AU,-21.15,149.2,53.69,90,17,6.46,few clouds
454,Tacna,PE,-18.0056,-70.2483,64.6,55,0,6.91,clear sky
455,Labuhan,ID,-6.8844,112.2051,73.04,80,87,8.77,overcast clouds
456,Guangyuan,CN,32.442,105.823,74.16,86,89,1.43,overcast clouds
457,Djambala,CG,-2.5447,14.7533,76.8,61,93,2.8,overcast clouds
458,Umea,SE,63.8284,20.2597,62.53,67,0,5.75,clear sky
459,Ulaangom,MN,49.9811,92.0667,61.56,49,99,8.23,overcast clouds
460,Cabra,ES,37.4725,-4.4421,97.48,9,14,5.35,few clouds
461,Turukhansk,RU,65.8167,87.9833,52.93,88,100,14.58,overcast clouds
462,Mahanoro,MG,-19.9,48.8,65.57,90,10,2.95,clear sky
463,Nenjiang,CN,49.1833,125.2167,65.62,82,100,2.42,overcast clouds
464,Alcudia,ES,39.8532,3.1214,88.25,52,0,1.68,clear sky
465,Kalya,IN,12.9793,77.1806,68.81,90,100,6.71,overcast clouds
466,Poum,NC,-20.2333,164.0167,73.92,68,0,11.34,clear sky
467,Paragominas,BR,-2.9667,-47.4833,92.35,39,99,4.05,overcast clouds
468,Rovaniemi,FI,66.5,25.7167,63.81,48,0,3.44,clear sky
469,Yuli,NG,9.6989,10.2744,79.97,73,93,3.51,light rain
470,Saint-Francois,FR,46.4154,3.9054,87.24,42,0,4.61,clear sky
471,Omsukchan,RU,62.5333,155.8,49.71,58,76,4.45,broken clouds
472,Padang,ID,-0.9492,100.3543,77.02,88,100,2.19,moderate rain
473,Kurilsk,RU,45.2333,147.8833,54.32,97,98,13.67,overcast clouds
474,Caravelas,BR,-17.7125,-39.2481,75.2,62,82,7.47,broken clouds
475,Senekal,ZA,-28.3197,27.6208,41.49,43,0,3.04,clear sky
476,Pasan,IN,22.85,82.2,74.79,95,100,2.73,overcast clouds
477,Aquiraz,BR,-3.9014,-38.3911,89.46,72,90,12.15,overcast clouds
478,Qinggang,CN,46.6833,126.0833,63.77,97,100,2.84,overcast clouds
479,Tabas,IR,33.5959,56.9244,95.32,18,0,17.02,clear sky
480,Berlevag,NO,70.8578,29.0864,53.55,71,0,12.66,clear sky
481,Chitradurga,IN,14.2333,76.4,70.72,87,100,14.23,overcast clouds
482,Hongjiang,CN,27.11,109.9956,78.53,82,0,3.76,clear sky
483,Babylon,US,40.6957,-73.3257,98.33,51,0,16.11,clear sky
484,Zhigansk,RU,66.7697,123.3711,53.42,88,5,9.84,clear sky
485,Piran,SI,45.5278,13.5706,91.51,51,0,2.3,clear sky
486,Seoul,KR,37.5683,126.9778,74.8,94,75,6.91,broken clouds
487,Tromso,NO,69.6496,18.957,53.38,76,20,12.66,few clouds
488,Makakilo City,US,21.3469,-158.0858,79.12,58,75,13.8,broken clouds
489,Lodja,CD,-3.4833,23.4333,77.61,63,78,2.39,broken clouds
490,Polunochnoye,RU,60.8697,60.4153,58.69,97,98,4.16,light rain
491,Portree,GB,57.4129,-6.1942,58.51,98,100,4.45,overcast clouds
492,Sergeyevka,KZ,53.88,67.4158,64.15,67,11,4.21,few clouds
493,Mocuba,MZ,-16.8392,36.9856,64.35,89,2,3.31,clear sky
494,Quatre Cocos,MU,-20.2078,57.7625,68.11,73,5,10.16,clear sky
495,Abu Samrah,SY,35.3029,37.1841,82.2,24,0,10.6,clear sky
496,Bandarbeyla,SO,9.4942,50.8122,76.44,83,100,31.18,overcast clouds
497,Mul,IN,20.0667,79.6667,74.91,96,100,4.41,overcast clouds
498,Sibolga,ID,1.7427,98.7792,76.08,90,100,2.8,light rain
499,Garowe,SO,8.4054,48.4845,80.65,48,99,22.41,overcast clouds
500,Dire,ML,12.2833,-10.9667,77.2,88,100,0.74,light rain
501,Sasina,BA,44.7987,16.739,78.78,65,0,2.33,clear sky
502,Luderitz,NA,-26.6481,15.1594,64.13,53,4,8.68,clear sky
503,Lapua,FI,62.9693,23.0088,65.08,75,96,4.25,overcast clouds
504,Saint-Felicien,CA,48.6501,-72.4491,81.28,61,75,12.66,broken clouds
505,Deming,US,32.2687,-107.7586,91.29,31,0,16.11,clear sky
506,Virginia Beach,US,36.8529,-75.978,98.02,55,40,8.05,scattered clouds
507,Salalah,OM,17.0151,54.0924,76.89,90,100,6.71,overcast clouds
508,Luocheng,CN,29.3848,104.0286,75.04,88,63,1.3,broken clouds
509,Saint-Pierre,RE,-21.3393,55.4781,67.91,72,20,3.44,few clouds
510,Ponta Pora,BR,-22.5361,-55.7256,85.91,30,0,11.5,clear sky
511,Aswan,EG,24.0934,32.907,97.9,9,0,5.75,clear sky
512,Dubai,AE,25.2582,55.3047,102.13,35,0,3.44,clear sky
513,Pitsunda,GE,43.1592,40.3378,66.38,70,11,3.04,few clouds
514,Olafsvik,IS,64.8945,-23.7142,53.35,78,98,6.49,overcast clouds
515,Clyde River,CA,70.4692,-68.5914,43.03,93,100,18.41,mist
516,Quelimane,MZ,-17.8786,36.8883,66.87,82,0,5.28,clear sky
517,Leningradskiy,RU,69.3833,178.4167,34.48,93,100,3.74,overcast clouds
518,Lhokseumawe,ID,5.1801,97.1507,77.23,87,88,4.79,overcast clouds
519,Hervey Bay,AU,-25.2986,152.8535,61.12,78,4,9.95,clear sky
520,Beloha,MG,-25.1667,45.05,63.73,82,0,3.56,clear sky
521,Arman,RU,59.7,150.1667,52.02,94,100,1.25,light rain
522,Rudsar,IR,37.1376,50.288,73.38,74,89,1.86,light rain
523,Atbasar,KZ,51.8,68.3333,68.9,52,38,4.0,scattered clouds
524,Riverton,US,40.5219,-111.9391,89.24,37,0,13.8,clear sky
525,Pianco,BR,-7.1981,-37.9292,88.83,33,100,13.11,overcast clouds
526,Qinhuangdao,CN,39.9317,119.5883,74.5,84,10,5.41,clear sky
527,Sistranda,NO,63.7256,8.834,58.96,88,100,15.75,light rain
528,Kawambwa,ZM,-9.7915,29.0791,64.67,44,28,4.99,scattered clouds
529,Tena,EC,-0.9833,-77.8167,85.06,57,37,4.9,light rain
530,Brae,GB,60.3964,-1.353,54.14,88,100,10.27,overcast clouds
531,Imbituba,BR,-28.24,-48.6703,75.85,85,100,3.0,overcast clouds
532,Formosa Do Rio Preto,BR,-11.0483,-45.1931,89.71,26,16,8.48,few clouds
533,Kuzhener,RU,56.8111,48.9128,68.94,79,64,3.69,light rain
534,Broken Hill,AU,-31.95,141.4333,55.18,65,91,11.72,overcast clouds
535,Mabaruma,GY,8.2,-59.7833,80.17,89,66,5.3,broken clouds
536,Tura,IN,25.5198,90.2201,73.9,98,100,4.32,overcast clouds
537,Boulsa,BF,12.6675,-0.5758,79.34,75,100,2.89,overcast clouds
538,Port Hardy,CA,50.6996,-127.4199,59.18,88,75,9.22,broken clouds
539,Kaliua,TZ,-5.0606,31.7936,77.49,33,95,5.59,overcast clouds
540,Nizwa,OM,22.9333,57.5333,88.18,50,100,1.72,overcast clouds
541,Barcelos,PT,41.5388,-8.6151,75.92,65,0,7.25,clear sky
542,Skibotn,NO,69.3913,20.2679,52.65,79,100,3.8,overcast clouds
543,Dukat,RU,62.55,155.55,48.7,58,64,3.62,broken clouds
544,Barstow,US,34.8986,-117.0228,100.17,14,3,2.8,clear sky
545,Hay River,CA,60.8156,-115.7999,62.58,67,100,16.11,overcast clouds
546,Coshocton,US,40.272,-81.8596,91.98,67,83,5.01,broken clouds
547,Whyalla,AU,-33.0333,137.5833,54.99,86,84,13.56,broken clouds
548,Shenzhen,CN,22.5455,114.0683,90.99,92,0,6.91,clear sky
549,Maragogi,BR,-9.0122,-35.2225,75.27,73,100,11.03,overcast clouds
550,Muisne,EC,0.6,-80.0333,75.36,85,100,12.97,overcast clouds
551,Horsham,GB,51.064,-0.3272,75.02,58,0,11.5,clear sky
552,Gainesville,US,29.6516,-82.3248,93.9,74,0,8.05,clear sky
553,San Jose De Gracia,MX,20.6667,-102.5833,76.03,52,52,1.92,broken clouds
554,Esterhazy,CA,50.65,-102.0843,65.25,59,25,4.41,scattered clouds
555,Nueva Loja,EC,0.0847,-76.8828,82.42,74,75,3.44,broken clouds
556,Olinda,BR,-8.0089,-34.8553,80.33,61,75,18.41,broken clouds
557,Buala,SB,-8.145,159.5921,79.5,82,6,7.02,clear sky
558,Kem,RU,64.9555,34.5793,53.29,89,31,4.97,scattered clouds
559,Port Macquarie,AU,-31.4333,152.9167,44.89,91,6,5.48,clear sky
560,Mount Darwin,ZW,-16.7725,31.5838,61.79,47,73,1.79,broken clouds
561,Beringovskiy,RU,63.05,179.3167,44.78,79,100,11.43,overcast clouds
562,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,98.33,18,0,14.03,clear sky
563,Chapais,CA,49.7834,-74.8492,73.18,60,100,15.48,overcast clouds
564,Weiden,DE,49.6775,12.1567,84.42,30,0,0.0,clear sky
565,Tazovskiy,RU,67.4667,78.7,53.98,99,100,5.21,light rain
566,Atar,MR,20.5169,-13.0499,111.25,16,7,6.91,dust
567,Toamasina,MG,-18.1667,49.3833,68.0,94,40,3.44,scattered clouds
568,Milkovo,RU,54.7167,158.6167,55.76,76,100,5.53,overcast clouds
569,Sovetskiy,RU,61.3614,63.5842,57.87,93,71,1.86,broken clouds
570,Sojat,IN,25.9167,73.6667,81.79,79,100,9.71,light rain
571,Isangel,VU,-19.55,169.2667,75.76,89,3,3.02,clear sky
572,Sampit,ID,-2.5333,112.95,71.71,97,17,2.51,few clouds
573,Nanakuli,US,21.3906,-158.1547,80.62,61,75,8.05,broken clouds
574,Kindersley,CA,51.4668,-109.1682,78.82,38,20,6.91,few clouds
575,Benito Juarez,MX,19.385,-99.165,71.01,48,90,8.99,overcast clouds
576,Awjilah,LY,29.1081,21.2869,89.13,21,0,10.38,clear sky
577,Bonthe,SL,7.5264,-12.505,74.89,88,100,9.17,light rain
578,Kysyl-Syr,RU,63.8986,122.7617,54.34,85,9,5.12,clear sky
579,Novoagansk,RU,61.9449,76.6625,47.84,94,100,5.86,overcast clouds
580,Gusevskiy,RU,55.662,40.5627,69.3,69,82,4.43,broken clouds
581,Nishihara,JP,26.1842,127.7558,83.48,89,20,4.61,few clouds
582,Vaitape,PF,-16.5167,-151.75,78.55,76,2,11.97,light rain
583,Quang Ngai,VN,15.1167,108.8,75.69,90,41,5.08,scattered clouds
584,Plouzane,FR,48.3833,-4.6167,68.32,86,100,14.97,overcast clouds
585,Winnemucca,US,40.973,-117.7357,89.65,11,0,14.97,clear sky
586,Syedove,UA,47.0768,38.156,75.54,59,27,8.23,scattered clouds
587,Antofagasta,CL,-23.65,-70.4,60.08,70,6,5.88,clear sky
588,Baft,IR,29.234,56.6057,75.24,38,100,3.29,overcast clouds
589,Riyadh,SA,24.6877,46.7219,102.34,13,47,9.01,scattered clouds
590,Nantucket,US,41.2835,-70.0995,87.91,85,75,14.97,mist
591,Abonnema,NG,4.7084,6.7931,75.42,79,49,7.76,scattered clouds
592,Inskoy,RU,54.4297,86.44,49.64,95,47,6.62,scattered clouds
593,Botwood,CA,49.1499,-55.3482,87.21,37,60,11.3,broken clouds
594,Duisburg,DE,51.4333,6.75,87.13,46,0,4.61,clear sky
595,Cockburn Town,TC,21.4612,-71.1419,80.56,83,40,12.66,scattered clouds
596,Marrakesh,MA,31.6315,-8.0083,104.07,17,40,6.91,scattered clouds
597,Truth Or Consequences,US,33.1284,-107.2528,87.91,39,0,6.91,clear sky
598,Santa Cruz,BO,-17.8,-63.1667,89.06,45,75,24.16,broken clouds
599,Bowen,AU,-20.0167,148.2333,59.07,90,0,7.16,clear sky
600,Gimli,CA,50.6336,-96.9907,64.92,53,100,11.86,overcast clouds
601,Christchurch,NZ,-43.5333,172.6333,42.33,100,100,4.61,overcast clouds
602,Concepcion Del Uruguay,AR,-32.4825,-58.2372,79.99,72,30,1.99,scattered clouds
603,Dawei,MM,14.0833,98.2,77.32,93,62,2.64,broken clouds
604,Esfahan,IR,32.6572,51.6776,89.24,10,46,11.92,scattered clouds
605,Kadnikov,RU,59.5022,40.338,64.33,94,100,2.86,moderate rain
606,Dicabisagan,PH,17.0818,122.4157,81.19,84,63,1.21,broken clouds
607,Port Antonio,JM,18.18,-76.4612,89.51,66,100,7.34,overcast clouds
608,Seymchan,RU,62.8833,152.4333,54.05,74,8,2.82,clear sky
609,Fredericksburg,US,38.3032,-77.4605,98.44,46,0,4.61,clear sky
610,Vallenar,CL,-28.5708,-70.7581,67.08,51,0,4.32,clear sky
611,Pontes E Lacerda,BR,-15.2261,-59.3353,97.34,17,0,5.82,clear sky
612,Greenville,US,35.6127,-77.3663,93.36,55,75,8.05,broken clouds
613,Sidi Ali,DZ,36.0998,0.4206,81.43,51,0,4.16,clear sky
614,Mercedes,AR,-34.6515,-59.4307,60.78,88,99,11.77,overcast clouds
615,Chardara,KZ,41.2547,67.9692,85.37,26,0,9.93,clear sky
616,Sorong,ID,-0.8833,131.25,78.12,87,85,4.72,overcast clouds
617,Vila,PT,42.0304,-8.1588,72.7,57,0,5.06,clear sky
618,Storsteinnes,NO,69.2408,19.2344,54.25,73,98,3.18,overcast clouds
619,Santa Rosalia,MX,27.3167,-112.2833,88.65,45,82,10.58,broken clouds
620,Prieska,ZA,-29.6641,22.7474,50.32,40,0,10.92,clear sky
621,Hoquiam,US,46.9809,-123.8893,76.42,82,75,9.22,broken clouds
622,Sambava,MG,-14.2667,50.1667,68.97,87,22,11.03,few clouds
623,Pires Do Rio,BR,-17.2997,-48.2794,84.67,22,0,9.35,clear sky
624,Talara,PE,-4.5772,-81.2719,75.96,60,0,16.11,clear sky
625,Nobres,BR,-14.7203,-56.3275,97.54,18,0,6.04,clear sky
626,Ucluelet,CA,48.9329,-125.5528,59.31,76,98,4.94,overcast clouds
627,Bambanglipuro,ID,-7.95,110.2833,72.54,78,44,7.83,scattered clouds
628,Magadan,RU,59.5667,150.8,51.53,88,100,4.36,light rain
629,Pauini,BR,-7.7136,-66.9764,86.23,53,98,2.95,overcast clouds
630,Sabang,ID,5.8933,95.3214,80.92,75,100,3.78,overcast clouds
631,Sangar,RU,63.9242,127.4739,57.18,80,34,3.33,scattered clouds
632,Kimbe,PG,-5.5502,150.1429,74.98,90,10,4.81,clear sky
633,Mayumba,GA,-3.432,10.6554,70.21,90,62,4.41,broken clouds
634,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,23.02,few clouds
635,Bjornevatn,NO,69.6672,29.9847,55.74,58,0,8.05,clear sky
636,Zherdevka,RU,51.8486,41.4606,70.66,70,100,5.5,overcast clouds
637,Sivaki,RU,52.6333,126.75,62.17,82,0,3.0,clear sky
638,Ixtapa,MX,20.7,-105.2,90.23,67,56,3.0,broken clouds
639,Umm Lajj,SA,25.0213,37.2685,85.87,64,100,2.19,overcast clouds
640,Havoysund,NO,70.9963,24.6622,50.23,84,75,9.24,broken clouds
641,Nelson Bay,AU,-32.7167,152.15,54.0,99,4,8.01,clear sky
642,Barrhead,GB,55.7992,-4.3929,63.01,88,75,10.36,broken clouds
643,Henties Bay,NA,-22.116,14.2845,55.11,90,22,2.1,few clouds
644,Luoyang,CN,34.6836,112.4536,75.9,75,14,2.19,few clouds
645,Agadez,NE,19.75,10.25,94.87,13,16,5.57,few clouds
646,Ruteng,ID,-8.6136,120.4721,55.74,91,42,1.23,scattered clouds
647,Anloga,GH,5.7947,0.8973,76.19,82,8,11.14,clear sky
648,Palmer,US,42.1584,-72.3287,95.65,39,75,14.97,broken clouds
649,Ukiah,US,39.1502,-123.2078,101.44,36,0,3.44,clear sky
650,Mangan,IN,27.5167,88.5333,73.35,91,92,2.35,overcast clouds
651,San Jose,US,37.3394,-121.895,84.54,53,0,4.61,clear sky
652,Andenes,NO,69.3143,16.1194,52.93,76,37,12.66,scattered clouds
653,Hirara,JP,24.8,125.2833,84.54,75,98,5.91,overcast clouds
654,Maneadero,MX,31.7167,-116.5667,74.1,75,99,3.0,overcast clouds
655,Kisangani,CD,0.5167,25.2,77.36,78,75,1.59,broken clouds
656,Novobelokatay,RU,55.7062,58.9549,62.96,84,84,1.52,light rain
657,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,68,0,13.8,clear sky
658,Mlonggo,ID,-6.5333,110.7,74.08,77,88,8.79,overcast clouds
659,Hofn,IS,64.2539,-15.2082,52.25,83,21,5.48,few clouds
660,Rosarno,IT,38.4841,15.979,84.36,81,0,2.55,clear sky
661,Yerbogachen,RU,61.2767,108.0108,61.93,80,100,2.64,overcast clouds
662,Ribnica,SI,45.7386,14.7275,73.81,74,0,4.65,clear sky
663,Usinsk,RU,65.9939,57.5281,51.93,67,96,9.24,overcast clouds
664,Flinders,AU,-34.5833,150.8552,49.17,91,1,5.99,clear sky
665,Tanhacu,BR,-14.0214,-41.2481,82.15,38,15,0.65,few clouds
666,Chimore,BO,-16.9833,-65.1333,86.32,47,87,3.49,overcast clouds
667,Kudahuvadhoo,MV,2.6708,72.8944,82.33,72,99,9.98,overcast clouds
668,Kulhudhuffushi,MV,6.6221,73.07,81.27,76,100,12.5,overcast clouds
669,Sioux Lookout,CA,50.1001,-91.917,53.67,87,100,14.97,overcast clouds
670,Taicheng,CN,38.731,113.228,66.33,62,86,4.81,overcast clouds
671,Anadyr,RU,64.75,177.4833,43.3,86,20,2.24,few clouds
672,Nicoya,CR,10.1483,-85.452,85.59,66,72,5.35,broken clouds
673,Half Moon Bay,US,37.4636,-122.4286,80.82,70,100,10.36,mist
674,Kanadey,RU,53.1679,47.5264,66.22,86,100,1.59,light rain
675,Impfondo,CG,1.6381,18.0667,77.61,74,100,2.39,light rain
676,Klyuchevskiy,RU,53.5317,119.4519,64.13,76,100,2.91,overcast clouds
677,Kasongo-Lunda,CD,-6.4667,16.8167,83.37,36,100,1.03,overcast clouds
678,Utiel,ES,39.5667,-1.2,90.01,16,0,6.35,clear sky
679,Barsovo,RU,61.1667,73.1667,55.53,74,0,5.57,clear sky
680,Krasnoselkup,RU,65.7,82.4667,53.87,96,100,21.18,light rain
