City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
465,Seoul,KR,37.5683,126.9778,76.44,95,99,3.74,overcast clouds
466,Chimbote,PE,-9.0853,-78.5783,62.26,87,31,6.55,scattered clouds
467,Wasilla,US,61.5814,-149.4394,60.94,50,59,4.0,broken clouds
468,Khandyga,RU,62.6667,135.6,73.44,63,18,4.07,few clouds
469,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,88,100,8.05,overcast clouds
470,Dalbandin,PK,28.8947,64.4101,85.01,52,100,6.26,overcast clouds
471,Amga,RU,60.8953,131.9608,74.19,57,8,3.91,clear sky
472,Ishigaki,JP,24.3448,124.1572,84.78,77,95,10.07,overcast clouds
473,Ventspils,LV,57.3894,21.5606,63.63,85,95,11.01,overcast clouds
474,San Patricio,US,28.017,-97.5169,92.17,58,55,17.16,broken clouds
475,Itoman,JP,26.1247,127.6694,88.18,79,20,5.75,few clouds
476,Tarcal,HU,48.1333,21.35,69.96,81,80,6.53,broken clouds
477,Takaungu,KE,-3.6837,39.8566,73.13,79,24,14.65,few clouds
478,Sangar,RU,63.9242,127.4739,72.54,56,15,8.46,few clouds
479,Karratha,AU,-20.7377,116.8463,62.8,49,0,10.07,clear sky
480,College,US,64.8569,-147.8028,65.84,39,45,2.86,scattered clouds
481,Gizo,SB,-8.103,156.8419,84.24,70,5,9.8,clear sky
482,Tenno,JP,39.9,139.9667,73.2,79,100,4.27,overcast clouds
483,Kalmunai,LK,7.4167,81.8167,79.56,81,100,1.61,moderate rain
484,Khandagayty,RU,50.7333,92.05,59.14,55,32,2.62,scattered clouds
485,Leninsk,RU,48.7119,45.1994,62.67,87,99,5.61,light rain
486,Ternovka,RU,51.678,41.6375,58.33,92,54,8.34,broken clouds
487,Benguela,AO,-12.5763,13.4055,69.69,86,82,3.87,broken clouds
488,Sassandra,CI,4.95,-6.0833,73.62,81,85,6.53,overcast clouds
489,Acapulco,MX,16.8634,-99.8901,85.82,70,40,9.22,scattered clouds
490,Sinazongwe,ZM,-17.2614,27.4618,65.57,46,2,3.0,clear sky
491,Tiznit,MA,29.5833,-9.5,87.85,26,94,0.81,overcast clouds
492,Morros,BR,-9.4467,-46.3003,73.36,41,2,2.64,clear sky
493,Beringovskiy,RU,63.05,179.3167,45.52,79,100,11.68,overcast clouds
494,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,64,20,11.18,few clouds
495,Slave Lake,CA,55.2834,-114.769,75.34,44,64,4.61,broken clouds
496,Pocao De Pedras,BR,-4.6667,-44.85,77.04,58,96,3.0,overcast clouds
497,Lata,PT,40.1629,-8.3327,58.68,81,0,0.6,clear sky
498,La Ronge,CA,55.1001,-105.2842,61.02,82,75,12.66,broken clouds
499,Akkermanovka,RU,51.2467,58.2391,58.78,61,82,7.29,broken clouds
500,Zonguldak,TR,41.25,31.8333,55.2,79,0,4.65,clear sky
501,Nome,US,64.5011,-165.4064,48.27,87,100,18.41,mist
502,Sur,OM,22.5667,59.5289,86.22,69,48,8.39,scattered clouds
503,San Rafael,AR,-34.6177,-68.3301,58.03,29,54,9.22,broken clouds
504,Corn Island,NI,12.1694,-83.0418,82.11,81,92,17.56,overcast clouds
505,Talcahuano,CL,-36.7167,-73.1167,53.28,100,100,12.66,light intensity drizzle
506,Marrakesh,MA,31.6315,-8.0083,96.87,20,40,9.22,scattered clouds
507,Svetlaya,RU,46.5389,138.3297,66.09,80,78,4.32,broken clouds
508,Danjiangkou,CN,32.5428,111.5086,77.81,76,7,3.29,clear sky
509,Longuenesse,FR,50.734,2.2352,62.4,83,97,6.64,overcast clouds
510,Kerchevskiy,RU,59.946,56.2884,59.16,98,71,3.04,broken clouds
511,Berlevag,NO,70.8578,29.0864,50.0,93,75,17.27,broken clouds
512,Coquimbo,CL,-29.9533,-71.3436,55.13,82,100,5.75,overcast clouds
513,Warragul,AU,-38.1667,145.9333,59.43,87,80,2.66,broken clouds
514,Springbok,ZA,-29.6643,17.8865,40.06,72,0,9.95,clear sky
515,Labuhan,ID,-6.8844,112.2051,76.01,80,61,9.53,broken clouds
516,Sukabumi,ID,-6.9181,106.9267,70.02,95,66,0.87,broken clouds
517,Derzhavinsk,KZ,51.1,66.3167,64.08,70,0,5.99,clear sky
518,Cordoba,AR,-31.4135,-64.1811,66.24,82,0,8.05,clear sky
519,Aripuana,BR,-9.1667,-60.6333,76.75,44,18,2.33,few clouds
520,Bitung,ID,1.4451,125.1824,81.27,76,30,12.97,scattered clouds
521,Roseburg,US,43.2165,-123.3417,82.78,29,0,10.22,clear sky
522,Isaka,TZ,-3.9,32.9333,65.55,51,9,8.97,clear sky
523,Benjamin Hill,MX,30.1667,-111.1,92.59,37,20,13.65,few clouds
524,Ahipara,NZ,-35.1667,173.1667,56.3,90,100,19.35,light rain
525,Sao Raimundo Nonato,BR,-9.0153,-42.6994,75.49,43,44,2.26,scattered clouds
526,Bardiyah,LY,31.7561,25.0865,76.24,75,0,11.07,clear sky
527,Scarborough,GB,54.2797,-0.4044,64.78,85,100,7.0,moderate rain
528,Puerto Madero,MX,14.7208,-92.4215,81.41,77,92,8.01,overcast clouds
529,Iberia,US,29.9502,-91.7507,85.06,68,46,7.85,scattered clouds
530,Santa Isabel,BR,-23.3156,-46.2214,60.42,64,57,1.07,broken clouds
531,Heiligenhafen,DE,54.3667,10.9833,49.75,89,13,9.31,few clouds
532,Praxedis Guerrero,MX,31.3667,-106.0167,98.64,18,20,10.22,few clouds
533,Mahon,ES,39.8885,4.2658,77.56,94,0,0.0,clear sky
534,Tottori,JP,35.5,134.2333,80.56,68,97,1.43,overcast clouds
535,Alice Springs,AU,-23.7,133.8833,69.22,32,0,14.97,clear sky
536,Mlonggo,ID,-6.5333,110.7,77.31,79,85,7.0,overcast clouds
537,Gwadar,PK,25.1216,62.3254,81.86,83,98,5.21,overcast clouds
538,Camacha,PT,33.0833,-16.3333,67.42,88,20,17.27,few clouds
539,Dutse,NG,11.7594,9.3392,76.86,73,100,6.55,overcast clouds
540,Road Town,VG,18.4167,-64.6167,81.79,75,1,19.77,clear sky
541,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.71,95,87,2.24,overcast clouds
542,Yenagoa,NG,4.9247,6.2642,73.24,86,95,3.51,overcast clouds
543,Sabang,ID,5.8933,95.3214,80.56,81,100,14.63,light rain
544,Touros,BR,-5.1989,-35.4608,76.15,86,40,15.05,scattered clouds
545,Landeck,AT,47.1301,10.5636,62.2,93,49,0.85,scattered clouds
546,Bachaquero,VE,9.9694,-71.1494,84.42,68,24,8.86,few clouds
547,Andapa,MG,-14.65,49.65,58.82,90,48,2.59,scattered clouds
548,Kosh-Agach,RU,50.0,88.6667,51.33,61,7,1.01,clear sky
549,Kretinga,LT,55.8758,21.2508,62.44,75,95,10.92,overcast clouds
550,Kashi,CN,39.4547,75.9797,81.01,19,4,3.56,clear sky
551,Maragogi,BR,-9.0122,-35.2225,75.42,85,38,13.53,scattered clouds
552,Salalah,OM,17.0151,54.0924,77.09,94,100,6.91,overcast clouds
553,Boden,SE,65.8252,21.6886,55.4,71,79,3.89,broken clouds
554,Siniscola,IT,40.5719,9.6922,78.51,47,0,4.32,clear sky
555,Alcantara,BR,-2.4089,-44.4147,78.96,80,84,5.7,light rain
556,Puerto Lopez,CO,4.0845,-72.956,74.52,90,80,3.58,broken clouds
557,Anshun,CN,26.25,105.9333,67.64,94,37,6.2,scattered clouds
558,Kahului,US,20.8947,-156.47,78.78,67,11,12.64,few clouds
559,Sattahip,TH,12.6664,100.9007,81.99,80,78,5.77,broken clouds
560,Batagay,RU,67.6333,134.6333,60.21,89,100,3.6,overcast clouds
561,Carman,CA,49.4992,-98.0016,68.92,72,37,12.75,scattered clouds
562,Aswan,EG,24.0934,32.907,86.22,17,23,9.95,few clouds
563,Moussoro,TD,13.6408,16.4901,85.37,56,48,9.24,scattered clouds
564,Byron Bay,AU,-28.65,153.6167,62.98,73,70,13.62,broken clouds
565,Wanning,CN,18.8003,110.3967,81.81,79,0,4.14,clear sky
566,Logrono,ES,42.4667,-2.45,67.5,73,0,1.14,clear sky
567,Coihaique,CL,-45.5752,-72.0662,25.75,98,100,2.82,overcast clouds
568,Sinnamary,GF,5.3833,-52.95,78.75,85,100,7.81,overcast clouds
569,Yerbogachen,RU,61.2767,108.0108,70.02,79,80,7.36,broken clouds
570,Torbay,CA,47.6666,-52.7314,74.17,83,20,17.27,few clouds
571,Inhambane,MZ,-23.865,35.3833,64.04,85,0,7.54,clear sky
572,Kushiro,JP,42.975,144.3747,68.0,86,77,2.51,broken clouds
573,Iracoubo,GF,5.4802,-53.2011,78.82,84,100,8.19,overcast clouds
574,Krasnoselkup,RU,65.7,82.4667,59.92,90,67,2.73,broken clouds
575,Varkaus,FI,62.3153,27.873,59.31,96,95,4.59,overcast clouds
576,Nevelsk,RU,46.6733,141.8633,60.35,90,99,3.53,overcast clouds
577,Thinadhoo,MV,0.5333,72.9333,81.18,74,100,5.06,overcast clouds
578,Hay River,CA,60.8156,-115.7999,71.56,43,50,14.34,scattered clouds
579,Oyek,RU,52.5861,104.4556,59.38,96,99,8.25,overcast clouds
580,Richards Bay,ZA,-28.783,32.0377,68.22,76,51,12.62,light rain
581,Huarmey,PE,-10.0681,-78.1522,62.47,88,53,6.35,broken clouds
582,General Roca,AR,-39.0333,-67.5833,54.39,58,100,6.82,light rain
583,Meulaboh,ID,4.1363,96.1285,75.47,90,100,5.48,overcast clouds
584,Santa Marta,CO,11.2408,-74.199,79.02,85,60,12.82,broken clouds
585,Oranjestad,AW,12.524,-70.027,82.35,78,20,12.66,few clouds
586,Lithakia,GR,37.7167,20.8333,70.97,69,0,2.55,clear sky
587,Xiaoweizhai,CN,26.1903,107.5125,74.28,87,3,4.27,clear sky
588,Kualakapuas,ID,-3.0091,114.3876,77.5,81,41,4.56,scattered clouds
589,Avera,US,33.194,-82.5271,89.11,59,60,7.83,broken clouds
590,Latung,PH,5.5,120.8833,83.21,75,46,6.93,scattered clouds
591,Shimoda,JP,34.6667,138.95,88.11,68,100,7.34,overcast clouds
592,Atar,MR,20.5169,-13.0499,79.21,65,93,5.19,moderate rain
593,Nemuro,JP,43.3236,145.575,62.73,91,98,6.96,overcast clouds
594,Plastun,RU,44.7561,136.2939,66.04,79,94,3.85,moderate rain
595,Walvis Bay,NA,-22.9575,14.5053,55.92,85,0,7.92,clear sky
596,Dehui,CN,44.5333,125.7,67.01,95,100,3.67,overcast clouds
597,Kafue,ZM,-15.7691,28.1814,56.14,65,0,3.74,clear sky
598,Alofi,NU,-19.0595,-169.9187,74.14,69,90,21.16,overcast clouds
599,Jumla,NP,29.2747,82.1838,62.62,97,100,1.5,overcast clouds
600,Sambava,MG,-14.2667,50.1667,67.1,82,59,9.69,light rain
601,Pires Do Rio,BR,-17.2997,-48.2794,65.05,50,2,4.68,clear sky
602,Conakry,GN,9.538,-13.6773,79.12,78,84,9.55,light rain
603,Ulaangom,MN,49.9811,92.0667,60.44,56,38,6.17,scattered clouds
604,Port-Gentil,GA,-0.7193,8.7815,73.24,78,98,10.31,overcast clouds
605,Jamkhed,IN,18.7362,75.3121,71.92,89,100,13.0,overcast clouds
606,Mushie,CD,-3.0167,16.9,76.06,74,93,2.66,overcast clouds
607,Bam,IR,29.106,58.357,90.82,17,71,8.28,broken clouds
608,Kinablangan,PH,7.6947,126.5503,81.86,75,99,1.59,moderate rain
609,Khani,GE,41.9563,42.9566,55.96,86,54,2.86,broken clouds
610,Watertown,US,42.3709,-71.1828,82.15,42,20,4.79,few clouds
611,Ugoofaaru,MV,5.6667,73.0,81.63,77,83,13.33,broken clouds
612,Prince Rupert,CA,54.3161,-130.3201,60.89,79,0,9.22,clear sky
613,Kropotkin,RU,45.4375,40.5756,61.5,70,63,8.1,broken clouds
614,Yankton,US,42.8711,-97.3973,97.12,52,0,25.32,clear sky
615,Portland,US,45.5234,-122.6762,80.11,35,9,6.87,clear sky
616,At-Bashi,KG,41.1702,75.8106,59.77,41,0,0.98,clear sky
617,Polyarnyy,RU,69.1989,33.4478,49.93,85,61,5.44,broken clouds
618,Santiago Del Estero,AR,-27.7951,-64.2615,73.47,51,97,5.66,overcast clouds
619,Seymchan,RU,62.8833,152.4333,71.02,39,85,7.61,overcast clouds
620,Holoby,UA,51.0865,25.0077,69.06,88,73,8.39,broken clouds
621,Changde,CN,29.0464,111.6783,80.71,87,16,2.37,few clouds
622,Les Cayes,HT,18.2,-73.75,80.13,80,74,3.6,broken clouds
623,Diego De Almagro,CL,-26.3667,-70.05,57.69,49,8,3.13,clear sky
624,Gewane,ET,10.1664,40.6453,84.36,44,71,11.92,broken clouds
625,Naze,JP,28.3667,129.4833,83.32,68,99,0.85,overcast clouds
626,Broome,US,42.2506,-75.833,73.98,85,75,11.5,broken clouds
627,San Cristobal,VE,7.7669,-72.225,67.73,81,40,2.3,scattered clouds
628,Benton Harbor,US,42.1167,-86.4542,83.05,68,18,1.99,few clouds
629,Varhaug,NO,58.6147,5.6457,53.89,71,92,1.28,overcast clouds
630,Methoni,GR,36.8197,21.7049,80.22,59,0,9.24,clear sky
631,Ambon,ID,-3.6954,128.1814,78.21,73,98,10.85,overcast clouds
632,Yetkul,RU,54.8221,61.588,58.35,85,68,6.15,broken clouds
633,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.56,46,90,1.12,overcast clouds
634,Anito,PH,12.4497,125.2886,83.48,79,100,1.52,overcast clouds
635,Longyearbyen,SJ,78.2186,15.6401,46.24,93,75,9.22,light intensity drizzle
636,Sidi Ali,DZ,36.0998,0.4206,76.57,61,11,5.46,few clouds
637,Bentiu,SS,9.2333,29.8333,71.71,94,100,4.36,overcast clouds
638,Lincoln,US,40.8,-96.667,80.17,55,30,7.45,scattered clouds
639,Nishihara,JP,26.1842,127.7558,87.46,84,40,8.05,tornado
640,Darab,IR,28.7519,54.5444,83.48,38,20,1.57,few clouds
641,Sibolga,ID,1.7427,98.7792,75.31,88,100,3.96,overcast clouds
642,Foki,RU,56.693,54.3499,60.24,83,81,2.77,broken clouds
643,Bourail,NC,-21.5667,165.4833,75.06,84,73,7.25,broken clouds
644,Rudbar,AF,30.15,62.6,90.52,27,88,7.58,overcast clouds
645,Borogontsy,RU,62.6683,131.1683,73.62,54,11,4.25,few clouds
646,Mayumba,GA,-3.432,10.6554,68.34,91,70,2.77,broken clouds
647,Hoi An,VN,15.8794,108.335,82.36,81,6,5.57,clear sky
648,Cocorna,CO,6.0573,-75.1852,72.16,99,100,1.32,overcast clouds
649,Rio Muerto,MX,27.4167,-110.2333,82.92,50,51,14.09,broken clouds
650,Peace River,CA,56.2501,-117.286,82.71,34,75,9.22,broken clouds
651,Kajaani,FI,64.2273,27.7285,50.05,100,30,2.3,scattered clouds
652,Sikonge,TZ,-5.6333,32.7667,63.75,53,16,7.0,few clouds
653,Magdagachi,RU,53.45,125.8,76.44,53,5,2.17,clear sky
654,Taikang,CN,46.8333,124.4167,71.42,72,100,10.54,overcast clouds
655,Sioux Lookout,CA,50.1001,-91.917,61.63,97,100,4.97,overcast clouds
656,Abong Mbang,CM,3.9833,13.1833,66.87,99,90,2.33,light rain
657,Oktyabrskoye,RU,43.0645,44.7417,60.94,93,99,4.47,light rain
658,Inuvik,CA,68.3499,-133.7218,54.36,100,100,6.91,light rain
659,Vila Velha,BR,-20.3297,-40.2925,71.55,87,75,2.3,broken clouds
660,Neryungri,RU,56.6709,124.6491,73.9,60,14,5.28,few clouds
661,Kodinsk,RU,58.6881,99.1844,56.84,93,95,7.63,overcast clouds
662,Vanavara,RU,60.34,102.2797,61.59,88,91,7.11,overcast clouds
663,Teya,RU,60.3778,92.6267,53.15,75,45,5.91,scattered clouds
664,George Town,MY,5.4112,100.3354,78.73,94,20,3.44,few clouds
665,Acarau,BR,-2.8856,-40.12,78.6,79,63,13.02,broken clouds
666,Hofn,IS,64.2539,-15.2082,52.43,86,70,1.16,broken clouds
667,Mackenzie,CA,55.2999,-123.1698,79.02,34,0,10.36,clear sky
668,Tukrah,LY,32.5341,20.5791,78.64,73,0,14.72,clear sky
669,Yanaul,RU,56.2719,54.9309,62.78,78,86,1.28,overcast clouds
670,Iquique,CL,-20.2208,-70.1431,58.46,82,36,3.0,scattered clouds
671,Broken Hill,AU,-31.95,141.4333,60.53,60,3,12.59,clear sky
672,Puerto Leguizamo,CO,-0.1934,-74.7819,70.38,95,96,0.65,overcast clouds
673,Tura,IN,25.5198,90.2201,73.2,98,100,3.38,overcast clouds
674,Xanxere,BR,-26.8769,-52.4042,61.47,83,89,3.71,overcast clouds
675,Ankara,TR,39.9199,32.8543,64.2,60,0,5.75,clear sky
676,Sumbe,AO,-11.2061,13.8437,68.65,92,61,5.12,broken clouds
677,Arvi,IN,20.9833,78.2333,74.48,95,100,7.76,overcast clouds
678,Sholapur,IN,17.6833,75.9167,73.42,86,100,11.95,overcast clouds
679,Ketchikan,US,55.3422,-131.6461,61.27,72,100,10.36,overcast clouds
680,Hurghada,EG,27.2574,33.8129,86.18,32,7,23.42,clear sky
681,Bulgan,MN,48.8125,103.5347,54.7,93,89,2.19,overcast clouds
682,Lillesand,NO,58.2488,8.3778,53.64,82,29,6.91,scattered clouds
683,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.22,83,45,12.73,scattered clouds
684,Hobyo,SO,5.3505,48.5268,75.51,83,33,25.72,scattered clouds
685,Henties Bay,NA,-22.116,14.2845,55.0,91,0,5.99,clear sky
686,Tazovskiy,RU,67.4667,78.7,57.09,90,25,6.4,scattered clouds
687,Lovozero,RU,68.005,35.0117,50.52,93,75,3.27,broken clouds
688,Erzin,TR,36.9559,36.2,73.78,64,0,3.31,clear sky
689,Kudahuvadhoo,MV,2.6708,72.8944,82.36,71,100,11.65,overcast clouds
690,Dossor,KZ,47.5272,52.9811,75.11,60,22,3.65,few clouds
691,Ivankiv,UA,50.9386,29.8943,63.12,65,0,6.35,clear sky
692,Batesville,US,35.7698,-91.641,93.7,37,1,10.0,clear sky
693,Bodaybo,RU,57.8506,114.1933,75.83,67,34,2.89,scattered clouds
694,La Palma,US,33.8464,-118.0467,92.75,66,20,11.5,few clouds
695,Menongue,AO,-14.6585,17.691,53.89,48,43,4.32,scattered clouds
696,Volchikha,RU,52.0333,80.3833,61.03,67,21,4.09,few clouds
697,Mosetse,BW,-20.75,26.65,61.41,46,67,10.11,broken clouds
698,Margate,GB,51.3813,1.3862,64.31,80,95,5.01,overcast clouds
